id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,px_area,sc_area,price_range
2279,899,0,1.7,1,0,1,3,0.1,165,8,0,1296,9,1,0,1,206913,154,0
2280,896,0,0.8,0,3,0,29,0.5,91,6,10,1650,13,1,0,0,110700,96,0
2281,1714,0,1.6,1,9,1,59,0.5,186,8,19,2546,11,1,1,1,1262534,180,2
2282,1395,1,0.6,0,5,0,38,0.3,167,6,16,915,6,1,1,0,1344896,20,1
2283,786,0,1.8,1,2,0,28,0.5,198,1,7,331,2,1,0,1,3174,28,0
2284,1687,0,1.2,1,4,0,14,0.9,120,2,14,3975,10,0,1,1,1349964,57,3
2285,669,1,2.6,1,18,1,10,0.6,171,5,20,2801,10,1,0,0,2384200,12,2
2286,1423,1,2.1,0,1,0,51,0.8,178,4,18,3331,8,1,1,0,867843,16,3
2287,1600,0,2.0,1,5,0,44,0.1,98,1,8,2939,19,1,1,1,885675,24,3
2288,1621,1,0.6,1,14,0,59,0.7,160,7,16,2706,20,1,0,0,238560,36,2
2289,1672,1,1.9,0,10,0,37,0.3,194,7,15,1335,8,0,1,1,415305,7,1
2290,1934,0,2.7,0,9,1,48,0.1,128,4,18,3370,2,1,0,1,405175,42,3
2291,1650,1,0.6,0,0,0,62,0.3,81,3,15,2596,10,0,0,0,2502990,10,3
2292,1700,0,0.5,1,1,0,33,0.8,189,5,2,2477,3,0,0,1,439682,72,2
2293,1550,1,2.0,0,1,1,29,0.6,171,5,2,3465,14,1,1,0,857428,10,3
2294,626,0,1.9,0,4,0,8,0.2,185,2,6,2589,14,0,1,1,22560,150,1
2295,1737,1,2.0,1,0,0,14,0.4,156,5,2,2363,10,1,0,1,1806196,0,2
2296,1370,0,1.7,0,1,0,6,0.7,113,1,7,1302,3,0,0,1,814098,21,1
2297,1899,1,0.8,1,15,0,14,0.4,191,4,16,1677,14,0,0,1,1614000,5,2
2298,848,1,0.6,0,0,0,31,0.7,123,5,1,1108,18,1,1,0,226044,90,0
2299,1430,1,2.0,1,0,1,16,0.2,171,4,1,2916,10,1,1,0,526872,18,2
2300,768,1,0.5,1,1,0,45,0.1,175,4,16,3947,12,1,1,0,1601664,6,3
2301,1856,1,1.9,1,9,1,15,0.5,160,3,14,1514,13,1,1,0,321300,7,1
2302,900,1,0.5,0,11,1,64,0.7,149,4,12,942,2,1,1,0,116112,65,0
2303,1729,0,2.3,1,0,0,38,0.2,136,7,8,700,7,1,1,1,147070,16,0
2304,1533,1,2.8,0,3,0,42,0.2,87,1,13,3246,8,0,1,0,2129288,20,3
2305,1210,1,2.3,0,0,0,63,0.9,141,6,4,977,20,1,0,0,89811,84,0
2306,1880,1,1.8,1,1,1,10,0.5,198,8,4,3538,17,1,0,1,2842112,304,3
2307,996,0,0.5,1,14,0,61,0.8,174,7,15,1235,16,1,1,1,395600,110,0
2308,1175,0,3.0,1,12,1,40,0.1,172,5,18,1507,18,1,1,0,1015812,210,1
2309,1773,0,0.5,1,7,0,33,0.3,143,5,13,1994,20,1,0,0,972270,144,2
2310,1263,0,2.4,1,11,1,54,0.6,100,5,14,458,15,1,0,0,22284,60,0
2311,1956,0,1.2,1,10,1,5,0.8,156,4,11,2130,10,1,1,1,1525110,21,2
2312,992,0,1.6,1,10,0,27,0.3,162,4,14,3894,13,1,0,1,81302,135,3
2313,911,1,1.7,0,1,1,13,0.3,126,5,2,1843,11,1,0,1,541880,78,1
2314,1979,0,0.5,1,15,0,54,0.3,136,3,19,3151,20,1,1,1,877059,12,3
2315,1899,0,0.5,1,0,1,55,0.3,93,4,0,1796,11,1,0,1,2692179,28,2
2316,1649,1,0.8,1,1,1,40,0.1,159,3,3,2755,3,1,0,1,103722,135,2
2317,1095,1,1.8,1,9,0,47,0.3,152,6,15,1334,12,0,0,1,646758,24,1
2318,1074,0,0.7,0,0,1,61,0.6,117,4,11,2791,12,1,0,1,539850,7,2
2319,656,0,2.7,1,0,1,48,0.2,164,2,0,1132,14,1,0,0,153924,0,0
2320,1394,1,2.7,1,7,0,8,0.8,150,3,9,730,4,0,1,1,218870,105,0
2321,1632,1,1.1,0,2,1,45,0.8,132,4,3,379,19,1,0,0,27632,234,0
2322,1225,0,2.9,0,13,0,35,0.5,128,3,17,1261,15,0,0,0,1972760,48,1
2323,1337,1,2.4,1,0,0,48,0.9,107,6,2,3213,15,0,0,0,924651,50,3
2324,1178,1,1.1,1,0,1,11,0.5,98,2,1,2106,4,1,0,1,2572889,170,2
2325,1269,0,1.5,1,1,0,51,0.7,180,4,19,827,12,1,1,0,730620,90,0
2326,1526,1,1.2,0,7,1,32,0.5,128,4,12,647,18,1,0,1,1833984,57,0
2327,986,0,0.7,1,7,1,16,0.4,144,8,9,300,7,1,0,1,146952,40,0
2328,848,0,0.5,1,1,1,41,0.2,171,2,2,3939,3,1,1,0,393820,18,3
2329,1904,1,0.5,1,8,0,14,0.5,95,4,13,2091,6,0,1,1,526608,0,2
2330,803,1,2.2,1,0,0,16,0.1,105,1,0,1492,18,1,0,0,146464,204,0
2331,1399,1,1.9,1,1,0,56,0.3,153,1,15,3128,19,1,1,0,79430,34,2
2332,788,1,1.5,1,0,1,22,0.5,163,4,6,3750,12,1,0,1,1929448,130,3
2333,579,1,1.1,0,6,1,58,0.2,125,1,9,1435,10,1,0,0,1324410,162,1
2334,1010,0,0.7,1,4,1,28,0.5,195,8,5,3302,7,1,1,0,98397,28,2
2335,530,1,0.5,1,0,0,47,0.5,93,3,2,3455,2,1,1,1,422256,152,3
2336,1289,1,1.8,0,1,0,64,0.6,125,7,14,2782,14,0,0,1,94804,27,2
2337,1877,1,0.5,0,4,0,10,0.9,123,8,6,3969,7,0,0,1,81740,0,3
2338,1764,0,2.7,0,11,1,48,0.9,90,7,17,1589,20,1,1,1,257964,190,1
2339,1709,0,2.2,1,1,1,13,0.6,191,6,6,3899,3,1,0,1,38184,208,3
2340,1690,0,1.3,1,0,0,28,0.9,85,3,1,3571,6,1,0,1,1736928,36,3
2341,600,0,2.5,1,3,0,9,0.2,145,4,10,2800,5,0,1,0,416976,102,2
2342,743,0,0.5,0,9,1,53,0.3,149,2,10,2938,13,1,1,1,716900,27,2
2343,1850,0,2.2,1,9,0,41,0.8,133,8,13,3032,10,1,1,1,13986,8,2
2344,1297,0,0.5,1,12,0,17,0.1,196,1,14,3652,12,0,1,1,454467,76,3
2345,1706,0,1.8,1,10,1,44,0.2,137,5,13,3238,20,1,0,0,1031040,15,3
2346,1967,0,0.5,0,11,1,23,0.6,135,5,16,325,3,1,0,1,1606906,0,0
2347,1392,1,0.5,1,6,0,63,0.5,181,2,9,3850,13,0,1,0,841164,96,3
2348,1248,1,2.1,1,2,1,12,0.1,170,2,3,1266,6,1,1,0,451984,0,1
2349,894,1,0.5,1,2,0,27,0.3,192,2,6,3454,14,0,1,0,1468832,36,3
2350,1829,0,0.5,0,2,1,54,0.6,98,3,20,1634,12,1,0,0,444280,0,1
2351,1372,0,0.6,0,3,1,42,0.7,124,6,10,3208,9,1,1,1,135864,90,3
2352,1429,1,1.0,0,7,0,11,0.7,150,4,8,1955,2,1,1,0,354468,35,1
2353,706,0,0.5,1,10,1,4,0.8,190,5,18,3735,20,1,1,1,197064,84,3
2354,649,0,1.9,0,0,0,51,0.6,179,4,12,3446,18,0,1,1,1629512,55,3
2355,1137,1,0.8,0,3,1,7,1.0,122,3,18,946,7,1,0,1,332940,52,0
2356,1320,1,0.5,1,11,1,6,0.2,164,1,14,1626,14,1,0,1,1898424,99,1
2357,792,0,0.8,0,7,0,48,0.5,144,4,16,1583,20,0,1,1,329448,30,1
2358,918,1,2.7,0,7,0,25,0.9,149,7,8,3676,2,1,0,1,329300,12,3
2359,929,1,0.5,1,7,1,13,1.0,146,7,8,1704,5,1,0,0,365082,30,1
2360,767,1,0.5,1,4,0,30,0.8,100,5,8,3485,4,1,0,1,1560090,9,3
2361,1739,0,2.6,0,9,0,39,0.5,135,8,10,1882,8,1,1,0,168302,156,1
2362,1315,0,0.5,0,0,1,15,0.4,134,1,0,3928,8,1,0,1,305136,32,3
2363,1388,0,1.4,1,4,1,31,0.6,184,1,14,346,12,1,0,0,1930734,16,0
2364,1981,0,2.5,1,1,0,36,0.3,94,4,2,395,15,0,1,0,186496,63,0
2365,569,0,0.5,1,1,1,53,1.0,170,8,20,1243,10,1,1,0,710635,170,0
2366,1930,0,1.3,0,2,0,57,0.2,151,1,9,682,8,0,0,1,757326,160,0
2367,725,1,0.5,0,10,0,61,0.8,108,3,17,3074,12,0,0,1,132080,42,2
2368,1690,0,2.2,0,0,0,51,0.8,130,8,15,451,7,0,0,1,778596,24,0
2369,712,1,1.4,0,1,1,33,0.2,86,4,5,1471,10,1,0,0,130237,0,0
2370,1603,1,0.5,1,8,1,37,1.0,95,8,9,1748,5,1,1,0,2319460,150,2
2371,1850,1,2.8,0,0,0,18,0.1,132,8,3,1853,9,1,1,0,874806,0,2
2372,1472,1,0.7,1,4,1,41,1.0,145,3,6,1514,16,1,1,1,149798,8,1
2373,1858,0,0.7,1,1,1,43,0.2,167,5,3,1886,7,1,1,1,1699842,27,2
2374,1543,1,2.6,1,0,1,46,0.8,116,8,13,3023,4,1,1,0,32592,24,2
2375,652,1,2.8,1,4,0,37,0.8,174,6,11,2904,16,0,0,0,687232,128,2
2376,546,0,1.8,1,6,1,55,0.9,100,6,12,628,10,1,1,1,728161,36,0
2377,1408,1,1.4,1,1,0,6,0.9,145,8,3,1833,19,0,1,0,429732,9,1
2378,1021,0,1.5,1,3,1,31,0.1,97,7,10,1066,17,1,1,1,250803,270,0
2379,567,0,1.4,1,14,0,60,0.1,111,2,15,1150,4,1,0,1,201552,272,0
2380,1967,1,2.6,1,4,0,62,1.0,91,8,10,2839,10,1,0,0,2506750,91,3
2381,1658,0,2.0,1,8,1,61,0.1,180,3,20,2857,5,1,0,1,487300,7,2
2382,1088,1,3.0,1,2,1,52,0.3,164,7,4,1447,15,1,1,1,50568,304,0
2383,542,1,0.7,0,2,1,12,0.2,185,2,3,3445,4,1,1,1,3296106,34,3
2384,788,0,1.6,1,6,1,52,0.1,96,1,20,1941,19,1,1,0,761080,0,1
2385,576,1,2.5,1,10,0,57,0.7,179,5,15,2522,12,0,1,0,1670904,55,2
2386,950,1,1.6,0,5,1,41,0.5,188,3,20,2932,20,1,0,0,140311,70,2
2387,518,1,0.8,0,3,1,17,0.5,133,3,7,2239,7,1,1,1,431460,21,1
2388,1996,1,1.9,0,4,0,55,0.3,81,7,8,1852,4,0,1,1,1478290,16,2
2389,1197,0,2.9,0,6,1,38,0.1,83,6,17,3525,16,1,0,0,2895560,117,3
2390,1006,1,2.5,1,9,0,14,0.7,186,1,12,1955,9,1,1,0,222720,102,1
2391,1679,1,1.5,0,2,1,4,0.1,133,4,3,1557,12,1,0,1,185319,240,1
2392,1262,0,1.4,1,7,1,64,0.1,116,7,16,3060,4,1,1,1,37666,5,2
2393,560,0,1.3,1,13,0,29,1.0,160,1,19,2832,7,1,0,0,1077234,16,2
2394,904,0,2.4,0,5,1,55,0.6,158,4,13,2008,16,1,0,0,404156,6,1
2395,1834,1,2.1,0,1,1,55,0.1,137,3,10,2420,8,1,0,1,789930,45,2
2396,681,0,1.2,1,8,0,13,0.8,87,3,17,292,18,0,0,1,178848,120,0
2397,687,0,0.6,1,13,1,14,0.4,185,2,16,1580,19,1,1,1,1168020,76,1
2398,863,0,2.9,0,11,1,52,0.8,119,6,13,1345,20,1,0,0,1639820,0,1
2399,518,1,2.7,0,0,1,45,0.7,159,6,15,1208,9,1,1,0,416796,90,0
2400,1488,0,1.8,0,0,1,2,0.1,124,4,0,3349,2,1,0,0,594405,102,3
2401,944,0,2.4,0,0,0,35,0.5,127,3,1,2804,10,1,1,0,5033,36,1
2402,1283,0,0.5,1,6,0,48,0.5,176,6,9,1182,17,1,1,0,848320,88,1
2403,817,1,1.0,1,13,1,40,0.8,140,4,17,436,14,1,0,1,2112200,114,0
2404,804,0,2.6,1,2,0,49,0.6,105,1,18,2256,7,1,0,1,599082,16,1
2405,1883,1,2.6,0,2,1,50,0.1,169,5,3,427,10,1,0,1,175593,136,0
2406,1177,0,0.5,0,5,1,2,0.9,141,7,12,715,4,1,0,0,388570,95,0
2407,1765,1,2.0,0,7,0,18,0.9,85,4,8,1199,10,1,0,0,1249780,28,1
2408,1997,0,2.1,0,10,1,60,0.7,84,8,16,788,8,1,0,1,1906310,255,1
2409,989,1,2.6,1,1,0,14,0.2,148,4,11,507,13,0,1,1,558657,130,0
2410,1370,1,0.6,1,0,1,56,0.5,124,6,3,974,15,1,0,0,1022847,20,1
2411,861,0,0.5,0,0,0,64,0.8,105,7,1,600,12,0,1,0,2564864,15,0
2412,1745,0,1.8,0,0,0,45,0.1,110,2,2,2352,16,1,0,1,1546150,99,3
2413,1187,0,0.6,1,0,1,4,0.7,92,8,0,2518,20,1,1,1,925954,168,2
2414,1422,1,1.8,0,12,0,3,0.9,145,1,13,3941,2,0,0,0,1251129,63,3
2415,658,1,2.4,0,0,1,38,1.0,94,8,1,2585,8,1,0,0,622700,38,2
2416,1180,1,2.3,1,0,1,32,0.8,97,2,1,3504,10,1,1,1,2824486,119,3
2417,521,1,2.6,1,1,1,64,0.8,200,4,11,834,12,1,1,1,626175,30,0
2418,666,0,1.1,0,1,1,28,0.9,179,1,13,3850,9,1,1,1,230162,35,3
2419,805,1,1.5,0,0,0,25,0.3,174,2,3,1580,3,1,0,0,288666,195,1
2420,1008,1,2.9,0,0,0,39,0.9,161,6,5,3589,18,1,0,1,693820,14,3
2421,986,0,2.8,0,0,1,26,0.1,80,8,9,1316,8,1,0,0,0,35,0
2422,1655,0,2.0,0,0,0,23,0.6,192,2,1,1872,13,1,1,0,375626,99,1
2423,1391,1,0.5,0,0,1,53,0.2,114,5,1,1114,17,1,0,1,1514916,0,1
2424,1042,1,0.5,1,11,0,13,0.1,148,3,20,1715,7,1,1,1,55762,119,0
2425,916,1,1.1,1,5,1,44,0.9,116,3,16,2367,7,1,0,1,1010876,40,2
2426,681,0,2.6,0,1,0,29,0.9,162,3,7,575,4,1,1,1,1680984,75,0
2427,1224,1,1.1,1,1,1,34,1.0,138,6,3,2992,3,1,1,0,2705295,65,3
2428,1234,0,2.1,1,4,1,44,0.4,107,3,17,2819,8,1,0,1,840038,39,2
2429,1093,1,2.7,0,8,0,63,0.5,138,8,9,3556,13,0,0,1,1189430,26,3
2430,583,0,0.5,0,9,1,33,0.9,136,5,18,3236,13,1,0,0,2967902,108,3
2431,1598,1,1.0,1,8,1,49,0.5,115,2,14,1313,7,1,1,0,662121,24,1
2432,1988,1,2.8,1,3,0,34,0.4,163,3,16,2872,20,1,1,1,2418801,42,3
2433,1746,0,0.5,1,9,0,51,0.8,184,7,19,1822,15,0,1,0,595660,306,1
2434,907,1,2.7,0,8,0,53,0.7,156,2,13,3469,12,1,0,0,18810,40,2
2435,1472,0,0.5,0,3,1,53,0.7,103,1,4,2001,14,1,1,1,302220,0,1
2436,916,1,1.3,0,5,0,10,0.8,173,4,8,3706,15,0,1,0,43516,72,2
2437,1427,1,0.8,1,2,0,31,0.9,186,1,20,2542,10,0,0,0,938670,42,2
2438,1101,1,2.9,1,3,0,5,0.5,141,5,7,1567,11,1,1,0,57780,30,0
2439,723,1,0.5,0,0,0,36,0.8,104,4,0,2669,16,0,0,1,135182,102,2
2440,1403,0,0.7,1,4,0,32,0.1,117,1,5,2499,4,0,0,1,141607,160,2
2441,657,1,0.8,1,4,0,45,0.1,87,1,6,2273,10,0,1,0,1062180,180,1
2442,1688,1,0.8,0,0,0,14,0.9,118,1,2,1773,18,1,1,1,68400,0,1
2443,1086,0,0.5,0,10,0,35,0.6,125,7,17,421,6,1,0,1,747792,35,0
2444,876,1,1.1,0,2,1,48,0.9,196,2,3,630,18,1,0,1,641900,153,0
2445,1065,0,0.5,0,0,0,25,0.6,189,6,1,1114,19,0,0,1,772896,5,0
2446,1235,0,1.5,0,3,0,33,0.1,164,8,16,1623,20,1,1,1,1197003,30,1
2447,1959,1,2.7,0,0,1,2,0.2,92,3,11,2125,8,1,1,0,1406656,98,2
2448,650,1,1.5,0,12,0,48,0.8,187,4,14,1622,19,1,1,1,1272926,48,1
2449,1465,1,2.9,0,0,0,38,0.3,88,1,7,1162,10,1,1,1,293014,140,0
2450,1030,0,0.9,0,6,1,29,0.1,113,1,7,3762,12,1,0,0,108576,20,3
2451,853,1,1.9,1,17,1,26,0.5,94,6,18,3069,20,1,0,0,93138,323,2
2452,744,1,2.2,0,6,1,52,0.9,196,4,7,1571,18,1,1,1,160800,35,0
2453,583,1,1.1,1,15,0,24,0.4,168,2,19,3260,14,1,1,0,334411,84,2
2454,690,0,0.5,0,2,0,62,0.3,88,1,9,3206,19,1,0,0,784920,160,3
2455,683,1,1.9,1,16,1,56,0.1,190,1,17,592,3,1,0,0,84240,153,0
2456,590,0,2.3,1,2,0,30,0.3,178,3,14,1188,14,1,0,1,400950,198,0
2457,1266,1,1.0,0,0,1,2,0.7,87,7,1,3067,16,1,0,1,868480,110,3
2458,815,1,1.8,0,9,0,18,0.9,83,7,12,2131,5,0,1,0,127575,119,1
2459,1893,1,1.5,1,0,1,42,0.5,179,1,3,1425,10,1,0,0,2097183,19,1
2460,1202,0,2.5,1,3,0,22,0.4,112,2,8,291,4,0,0,0,3722100,10,0
2461,1577,1,1.5,0,16,1,3,0.7,180,8,17,3116,16,1,1,0,299679,78,3
2462,1234,0,2.9,0,8,1,44,0.8,129,1,12,2440,19,1,1,0,3371653,28,2
2463,717,0,1.8,0,1,1,25,0.4,173,5,8,3631,6,1,0,1,1060116,30,3
2464,1074,1,1.5,0,5,0,35,0.6,193,4,13,1104,15,0,1,0,160593,160,0
2465,1439,1,1.2,0,11,1,58,0.2,183,1,20,3069,2,1,1,0,1232288,187,3
2466,983,1,1.6,0,7,1,55,0.4,168,8,8,1425,4,1,1,0,197415,0,0
2467,1988,0,2.5,0,7,1,63,0.6,153,4,11,2276,11,1,0,0,576255,91,2
2468,1692,0,1.3,1,0,1,25,0.7,149,3,12,3192,3,1,1,1,2108678,36,3
2469,718,1,0.5,1,2,0,35,0.9,181,4,5,3021,12,0,0,1,2161438,40,2
2470,1519,0,0.5,0,0,1,36,0.6,93,8,2,3082,9,1,0,0,1224172,198,3
2471,776,0,3.0,1,9,0,9,0.5,110,2,12,1346,3,0,0,1,568816,10,0
2472,881,1,2.8,0,1,0,36,0.5,167,1,6,2354,5,1,1,1,1994164,190,2
2473,1018,0,0.6,1,0,1,25,0.8,152,7,2,732,13,1,1,0,179872,96,0
2474,1031,1,0.5,1,2,1,31,0.1,82,8,19,2305,4,1,1,0,1034748,40,2
2475,875,0,1.0,0,14,0,37,0.6,151,7,20,2985,9,1,1,1,2150052,6,2
2476,1341,0,1.0,0,5,1,40,0.2,128,5,12,265,3,1,1,1,2437800,57,0
2477,560,1,2.4,0,4,1,5,0.3,106,1,8,2050,6,1,0,0,1854468,234,1
2478,1719,0,2.1,0,0,1,63,0.7,189,7,2,1669,13,1,0,1,964193,0,1
2479,1703,0,1.6,0,16,1,43,1.0,139,8,17,585,17,1,1,1,351016,143,0
2480,1408,1,1.8,0,1,0,59,0.8,168,1,2,342,8,1,0,1,1052520,0,0
2481,701,1,0.8,0,3,0,53,0.2,87,4,7,1972,5,1,0,0,1221387,72,1
2482,1560,1,0.5,0,14,0,47,0.3,172,2,18,1540,3,0,0,0,1736280,119,1
2483,695,1,1.0,0,4,0,51,0.8,93,5,5,2463,4,1,1,1,93612,14,1
2484,1487,0,0.6,0,18,1,6,0.8,191,4,19,3259,13,1,0,1,712880,99,3
2485,1546,1,2.7,0,3,0,55,0.2,115,7,14,3371,15,0,0,1,2271450,112,3
2486,511,1,0.7,0,12,1,43,0.4,120,4,15,3370,6,1,0,0,2043653,80,3
2487,507,0,1.1,0,5,0,33,0.6,186,1,6,2884,7,0,0,0,479895,126,2
2488,1490,1,1.1,0,2,0,10,0.6,130,2,7,2994,8,1,0,1,2477882,16,3
2489,1859,0,0.5,0,0,1,52,1.0,187,1,2,1604,10,1,0,0,628866,180,1
2490,1257,0,1.8,0,3,1,31,0.6,155,5,10,2014,12,1,0,0,1542198,120,2
2491,926,0,2.7,1,0,1,29,0.7,118,5,18,2709,18,1,0,1,556306,20,2
2492,1303,0,0.5,0,2,0,7,0.6,98,4,5,2865,12,0,0,0,1411920,51,3
2493,657,0,1.6,1,0,0,35,0.6,143,5,14,3617,14,0,0,1,1837005,238,3
2494,1812,0,0.9,1,9,0,44,0.2,197,3,16,3814,13,1,1,0,362388,54,3
2495,1943,0,0.5,1,0,1,29,0.4,121,1,1,1990,11,1,1,1,495440,10,2
2496,1082,1,0.9,0,4,1,24,0.9,167,7,9,1428,12,1,1,0,323425,0,1
2497,721,1,2.6,0,1,0,49,0.6,168,4,8,3473,17,0,0,0,20930,120,2
2498,654,1,1.5,1,2,0,56,0.7,122,1,4,2609,16,1,1,1,229320,14,1
2499,1948,1,0.7,0,2,0,31,0.4,122,2,7,2070,5,1,0,1,1169344,15,2
2500,1242,0,1.8,1,4,1,56,0.1,122,1,8,2620,3,1,0,1,1344105,198,2
2501,1453,1,0.5,0,0,0,24,0.3,156,1,1,1619,11,1,0,1,30595,55,0
2502,1948,1,2.7,0,3,1,13,0.2,164,7,12,493,18,1,1,1,197232,126,0
2503,1232,0,0.9,0,5,0,58,1.0,142,6,6,2334,13,1,0,1,1479366,112,2
2504,795,0,0.5,1,4,1,55,0.3,155,3,11,3030,17,1,1,0,392562,96,2
2505,1915,0,0.5,0,4,0,24,0.2,106,4,17,345,20,0,0,1,1386346,180,0
2506,532,0,0.5,0,7,0,51,0.6,180,7,14,1525,2,0,1,1,507094,42,0
2507,1899,1,0.5,0,4,1,28,0.1,95,5,7,499,15,1,0,1,1107458,15,0
2508,1767,0,2.0,0,5,0,31,0.6,88,5,8,3989,7,0,1,0,256316,104,3
2509,1667,1,2.5,0,17,0,5,0.8,119,3,20,1496,12,0,0,0,379167,117,1
2510,1346,0,2.6,1,5,0,31,0.3,140,4,11,1287,14,1,0,1,13345,60,0
2511,958,1,2.4,0,1,0,54,0.9,166,7,2,3324,18,1,0,1,76230,110,2
2512,1391,0,1.5,1,6,1,39,0.9,88,3,18,2367,12,1,1,0,852867,198,2
2513,1176,1,2.3,0,0,0,56,0.7,103,2,1,2974,11,1,0,1,48174,30,2
2514,1863,0,1.0,1,5,1,16,0.4,113,2,19,990,13,1,0,0,178524,30,0
2515,1911,0,1.1,1,3,1,16,0.7,154,7,4,3665,4,1,1,0,370048,168,3
2516,1789,1,1.8,1,6,1,36,0.5,123,6,11,815,9,1,1,0,727320,0,1
2517,972,1,1.6,0,2,0,64,0.1,85,1,9,2759,10,1,0,0,489500,91,2
2518,1256,0,0.5,0,3,0,8,0.4,191,1,9,2991,19,1,1,0,255024,42,2
2519,1846,0,1.3,1,0,0,35,0.7,107,6,0,581,10,1,0,1,1913152,64,0
2520,1900,0,1.4,0,0,0,41,0.4,112,8,1,3611,6,1,0,0,266076,14,3
2521,769,1,0.6,1,19,1,52,0.7,118,4,20,431,19,1,0,0,469718,60,0
2522,756,0,1.0,0,0,0,33,0.2,177,1,3,3402,3,1,1,0,289938,0,2
2523,1728,0,2.3,1,0,1,43,0.7,152,1,0,3480,20,1,1,0,1579515,88,3
2524,1970,0,2.9,0,3,1,9,0.2,163,2,7,768,16,1,0,0,159940,26,0
2525,1021,0,2.1,1,6,1,47,0.3,173,6,18,2215,2,1,1,1,304640,156,1
2526,888,0,2.5,1,5,0,14,0.9,98,5,17,1849,11,0,1,0,1275912,5,1
2527,1419,0,0.5,0,0,0,39,0.2,189,7,1,3435,6,0,0,0,822964,18,3
2528,1959,1,0.5,0,0,0,30,0.1,153,3,1,3057,18,1,0,0,925327,14,3
2529,1394,0,0.6,0,1,0,63,0.4,103,6,2,1731,16,1,0,0,1434240,342,1
2530,1715,1,2.5,1,2,1,30,0.9,134,7,3,768,15,1,0,0,3652263,171,1
2531,588,0,2.9,1,1,0,40,0.3,116,6,5,2780,14,0,1,0,170755,10,2
2532,1607,1,0.5,1,2,1,29,0.7,105,2,9,3469,15,1,0,0,299862,10,3
2533,1171,1,2.8,0,8,1,47,0.4,192,1,11,3092,5,1,0,1,250054,16,2
2534,1138,0,1.5,1,0,0,57,0.2,85,4,6,313,20,1,1,0,2063235,176,0
2535,1096,0,1.2,1,3,0,40,0.6,113,4,13,2931,14,1,0,0,1078798,80,3
2536,906,0,3.0,0,10,1,14,0.5,83,8,15,1761,12,1,1,0,112816,187,0
2537,740,0,3.0,1,0,1,47,0.7,166,3,5,3578,20,1,1,1,248532,75,3
2538,1435,1,0.5,1,10,1,62,0.1,150,4,14,369,4,1,0,1,300792,8,0
2539,1745,1,1.2,0,3,1,21,0.2,89,3,14,3507,20,1,1,1,337340,18,3
2540,1995,0,2.6,1,2,1,4,0.8,171,2,20,3452,19,1,1,0,2234276,18,3
2541,1813,0,1.8,1,10,1,28,0.5,159,2,14,981,14,1,0,1,3142845,210,1
2542,1719,1,1.9,1,2,0,40,0.1,118,3,12,2534,5,0,1,1,1169924,60,3
2543,812,0,0.5,1,1,1,17,0.6,182,7,11,3248,14,1,0,0,530145,130,2
2544,987,1,2.9,0,0,1,63,0.3,154,7,6,2646,6,1,1,1,243450,12,2
2545,977,1,0.7,0,5,0,50,0.5,106,3,6,3454,19,1,0,1,1975992,210,3
2546,1289,1,0.7,0,0,0,7,0.1,99,2,18,375,19,0,1,1,276285,5,0
2547,1125,1,0.5,0,3,0,42,0.9,158,1,20,1622,9,0,1,1,485897,0,1
2548,1733,1,1.9,1,14,0,28,0.8,104,3,15,2246,12,1,1,0,901047,108,2
2549,1333,1,1.2,1,1,0,35,0.9,198,1,4,3816,9,0,1,1,310527,126,3
2550,964,1,3.0,1,3,1,48,0.9,131,6,13,1597,18,1,1,1,956666,105,1
2551,1613,0,1.3,0,1,1,24,0.4,195,2,5,3733,5,1,0,1,1814190,75,3
2552,1123,1,1.2,0,1,0,8,0.6,171,4,4,2877,12,0,1,0,1262592,153,2
2553,1913,1,2.8,0,0,1,7,0.3,136,4,16,3227,4,1,0,1,678096,0,3
2554,1302,0,0.5,0,3,1,20,0.6,184,7,7,1446,16,1,0,1,1320998,48,1
2555,797,0,1.4,1,0,1,9,0.1,104,1,14,1043,13,1,1,0,2745180,143,0
2556,1074,1,1.5,1,5,0,9,0.1,174,2,7,1649,3,0,1,0,30996,48,0
2557,1411,1,2.6,0,0,0,61,0.3,165,5,3,483,4,1,1,0,2209752,80,0
2558,1502,1,2.2,1,0,1,16,0.5,187,5,1,3712,16,1,1,1,369000,18,3
2559,983,1,1.5,0,1,0,22,0.1,170,4,20,1694,8,1,0,1,2721630,285,1
2560,1457,0,0.5,1,7,0,8,0.3,120,7,13,584,10,1,0,0,811152,52,0
2561,1315,1,0.9,0,3,1,40,0.6,162,6,6,3431,20,1,1,0,1673952,16,3
2562,1514,0,0.7,0,11,0,11,0.2,187,5,17,2315,5,0,0,0,951856,0,2
2563,1604,1,0.5,1,0,1,63,0.8,169,5,1,3870,19,1,1,1,542640,208,3
2564,1919,0,0.6,1,11,1,63,0.9,109,8,20,2205,8,1,1,0,1410159,36,2
2565,1152,1,3.0,0,2,0,44,1.0,80,3,4,986,8,0,0,1,1021734,35,0
2566,664,1,2.9,0,10,1,40,0.1,173,5,15,3366,5,1,1,0,1262520,32,3
2567,1848,0,0.5,0,9,0,36,0.1,174,6,10,3380,17,0,0,0,171180,20,3
2568,1319,0,2.0,1,9,1,28,0.8,178,1,19,3095,17,1,1,1,2036880,7,3
